,CastId,MovieId,CastRole
1011,1981885,2008130,Director
1012,1981885,2008130,Writer
1013,1101790,2008130,Cast
1014,1981872,2008130,Cast
1015,1046457,2008130,Cast
1016,2017980,2008130,Cast
1017,1006699,2008130,Cast
1018,1100870,2008130,Cast
1019,1100310,2010446,Director
1020,2068099,2010446,Director
1021,1101308,2010446,Writer
1022,1100001,2010446,Cast
1023,2006499,2010446,Cast
1024,1101790,2010446,Cast
1025,1083902,2010446,Cast
1026,1100677,2010446,Cast
1027,1077842,2010446,Cast
1028,1103302,2011165,Director
1029,1103302,2011165,Writer
1030,1103302,2011165,Cast
1031,2021877,2011165,Cast
1032,2021878,2011165,Cast
1033,2021879,2011165,Cast
1034,2021885,2011165,Cast
1035,1100870,2011165,Cast
1036,1109093,2008207,Director
1037,2120710,2008207,Director
1038,1112100,2008207,Writer
1039,1979982,2008207,Writer
1040,1049208,2008207,Cast
1041,1015057,2008207,Cast
1042,1067219,2008207,Cast
1043,1090208,2008207,Cast
1044,1105027,2008207,Cast
1045,1110224,2008207,Cast
1046,1031659,1173494,Director
1047,1100611,1173494,Director
1048,1977444,1173494,Writer
1049,1014111,1173494,Writer
1050,1977444,1173494,Cast
1051,1014111,1173494,Cast
1052,1100133,1173494,Cast
1053,1035984,1173494,Cast
1054,1100071,1173494,Cast
1055,1004494,1173494,Cast
1056,2008729,2009289,Director
1057,2008729,2009289,Writer
1058,2020358,2009289,Cast
1059,2020355,2009289,Cast
1060,2020357,2009289,Cast
1061,2034621,2009289,Cast
1062,2038419,2009289,Cast
1063,1057698,1411403,Director
1064,2010678,1411403,Director
1065,1051106,1411403,Writer
1066,1070571,1411403,Cast
1067,1020553,1411403,Cast
1068,1020620,1411403,Cast
1069,1100784,1411403,Cast
1070,1022124,1411403,Cast
1071,2020560,1411403,Cast
1072,1084154,1373354,Director
1073,1113194,1373354,Director
1074,1065477,1373354,Writer
1075,1101296,1373354,Writer
1076,1104201,1373354,Cast
1077,1101294,1373354,Cast
1078,1104097,1373354,Cast
1079,1101708,1373354,Cast
1080,1002111,1373354,Cast
1081,1002070,1373354,Cast
1082,1102117,1476116,Director
1083,1102122,1476116,Director
1084,1053043,1476116,Writer
1085,1045036,1476116,Writer
1086,1001614,1476116,Cast
1087,1056488,1476116,Cast
1088,1001601,1476116,Cast
1089,1102076,1476116,Cast
1090,1102120,1476116,Cast
1091,1080352,1476116,Cast
1092,1090281,2011359,Director
1093,1090281,2011359,Writer
1094,1100447,2011359,Cast
1095,1101665,2011359,Cast
1096,1994327,2011359,Cast
1097,1102195,2011359,Cast
1098,1100669,2011359,Cast
1099,1100774,2011359,Cast
1100,2007965,2009027,Director
1101,2071202,2009027,Writer
1102,2003697,2009027,Cast
1103,1106776,2010476,Director
1104,2006817,2010476,Cast
1105,1102195,2010476,Cast
1106,2015799,2010476,Cast
1107,1013266,2010476,Cast
1108,1096178,2010476,Cast
1109,1015376,2010476,Cast
1110,1110034,2003806,Director
1111,1110034,2003806,Writer
1112,1107319,2003806,Cast
1113,1101883,2003806,Cast
1114,1104098,2003806,Cast
1115,1109238,2003806,Cast
1116,2107209,2003806,Cast
1117,1004494,2003806,Cast
1118,1070999,2010553,Writer
1119,2008632,2022409,Director
1120,2006726,2022409,Writer
1121,1981814,2022409,Cast
1122,2027057,2022409,Cast
1123,1996346,2011664,Director
1124,1996346,2011664,Writer
1125,2009918,2011664,Cast
1126,1108052,2011664,Cast
1127,1111854,2011664,Cast
1128,1100125,2011664,Cast
1129,2020724,2010407,Director
1130,1039400,2010407,Cast
1131,1054096,2010407,Cast
1132,1979871,2010407,Cast
1133,2020724,2010407,Cast
1134,1090281,2011359,Director
1135,1090281,2011359,Writer
1136,1100447,2011359,Cast
1137,1101665,2011359,Cast
1138,1994327,2011359,Cast
1139,1102195,2011359,Cast
1140,1100669,2011359,Cast
1141,1100774,2011359,Cast
1142,1025363,2008658,Writer
1143,2007965,2009027,Director
1144,2071202,2009027,Writer
1145,2003697,2009027,Cast
1146,1006553,1799229,Director
1147,1019457,1799229,Writer
1148,1006699,1799229,Cast
1149,1083995,1799229,Cast
1150,1016462,1799229,Cast
1151,1007480,1799229,Cast
1152,1100774,1799229,Cast
1153,1102185,1799229,Cast
1154,2005021,2008578,Director
1155,2005021,2008578,Writer
1156,2005021,2008578,Cast
1157,1005687,2011068,Director
1158,2070529,2011068,Writer
1159,1080361,2011068,Cast
1160,1091632,2011068,Cast
1161,1093781,2011068,Cast
1162,1112013,2011068,Cast
1163,1106904,2011068,Cast
1164,1104724,2011068,Cast
1165,1100299,1849452,Director
1166,1100611,1849452,Director
1167,1100299,1849452,Writer
1168,1082742,1849452,Cast
1169,1031917,1849452,Cast
1170,1100079,1849452,Cast
1171,1089468,1849452,Cast
1172,1059705,1069375,Director
1173,1106939,1069375,Director
1174,1059705,1069375,Writer
1175,1015994,1069375,Cast
1176,1049773,1069375,Cast
1177,1026173,2006732,Director
1178,1100254,2006732,Cast
1179,1105167,2006732,Cast
1180,1106793,2006732,Cast
